n#11124961	Fernand_Léger Fernand_léger
n#08067077	indústria_automóvel
n#03966976	alicate alicates
n#03778817	módulo
n#03074855	pente
n#01586541	Mimini
n#14715008	estricnina
n#13654889	engranzamento
n#09845849	beatnik
n#08673395	terreno região
n#07892512	vinho_tinto
v#01031256	enviar mandar
n#04463510	estrada caminho
n#09626589	observador espectador
n#08748499	Antilhas_Holandesas Antilhas_Neerlandesas Antilhas_holandesas Antilhas_Neerlandesas
n#02343320	Hamster_Sírio Hamster_sírio Hamster-sírio
v#01298283	cravar
n#04561167	aqueduto
n#13384557	dinheiro moeda divisa
n#00447540	Grappling luta
n#13388111	moeda cobre
n#13928668	relação ligação
n#10096375	Engenheiro_de_vôo Engenheiro_de_voo
n#05102101	raio
n#15169759	noite
n#09296053	abismo
n#00792142	imunohistoquímica
n#13326620	taxa_de_câmbio taxa_de_câmbio cotação câmbio
n#03495671	Arpão arpão
n#01579260	corvo-comum corvo
n#03468570	canhoneira canhoneira
n#01307299	Guerras_Púnicas Guerras_púnicas Guerras_punicas
v#02632838	errar_o_golpe sentir_saudades
n#02403740	novilha
n#08719465	Colombo Colombo
n#02699343	alprazolam
n#02201252	Anopheles
a#02183512	plural
n#05958337	autocracia
n#14434681	importância
n#12132299	Saccharum
a#01203873	graduável
n#07740597	Império Impérios Imperio
a#00645493	inacreditável incríveis inacreditáveis incrível
a#01537885	modesto
n#04099429	Foguete_espacial Foguetes foguete rojão
n#00426388	Macartismo
n#09010785	Nova_Zembla Nova_zembla Nova_Zembla
n#02672831	acordeão acordeão sanfona gaita harmônica
n#09272085	Partícula_elementar Particula_elementar partícula_elementar
a#01037885	internacional externo
n#14505364	escoliose escoliose
n#07472327	torneio
a#01387149	grande
v#00228655	regar aspergir orvalhar
n#05910453	plano projeto desenho
n#10559840	professor mestre
n#13860281	implicação
n#11158364	Don_Marquis Don_marquis
n#02869737	bongô
n#05072663	curvatura curvatura
n#04218383	sildenafila
n#01578341	Corvidae
n#09040839	Antália
v#01518924	entrançar entrelaçar
n#06017334	Teoria_de_galois teoria_de_Galois
v#01604442	impulsionar
n#04751305	diversidade
v#01002481	registrar gravar colocar_no_diário colocar_no_registro
v#02039876	diminuir
n#11098039	Elia_Kazan Elia_kazan
n#01606335	Accipiter
v#00477247	fundir
n#07091902	acrônimo Acrónimos Acrônimo acrónimo sigla acrónimo acrografia acrograma acronimo
n#08319908	Seanad_Éireann
n#06427387	enciclopédia enciclopédias enciclopédia
n#13022538	hifa
n#06973610	Línguas_iranianas
a#01267076	jocoso engraçado gracejador
n#05478336	nervo_óptico nervo_óptico
n#12566954	Pueraria_lobata
n#08207209	Força_paramilitar
n#10450303	político político
n#13354260	capital_de_risco
a#02554140	com_sede
n#12403513	sicômoro
v#01668603	trabalhar
n#09918554	criança menino
n#08748794	Aruba
n#02018207	galeirão-americano
r#00262655	anonimamente de_forma_anônima
n#09477890	Zona_Úmida Zona_úmida zonas_húmidas
n#04749572	distinção diferença
n#11350959	Harriet_Tubman Harriet_tubman
n#11765277	Mesquite
a#00949115	interior
v#00157623	subir
n#14793812	Carcinógeno Carcinógenos agentes_cancerígenos carcinógeno
n#06705079	Honoris_Causa honoris_causa
n#00076196	gafe solecismo
v#00305109	estreitar
n#12557681	Feijão-da-espanha
n#10654321	meio_irmão
n#08318216	Concílio_Vaticano_II Concílio_vaticano_ii
n#08718094	Praia
n#11275636	Ken_Russell Ken_russell
n#01845132	aves_aquáticas
n#00892145	seminário
a#02118379	sério
n#11877860	couve-nabo
a#01780740	psíquico
n#10657969	accionista acionista Acionista
n#04056180	Calamus_rotang Rotim
n#08223263	seguidores
n#03119510	acoplamento
n#01828714	Abelharuco Meropidae
n#02129165	leão Leões leão
n#06096759	Radioastronomia
n#06152734	estratégia
n#06566077	programa software Software suporte_lógico
v#01221684	aglutinar
n#03557360	HockeyArena
n#08394922	Exército_dos_Estados_Unidos_da_América
n#10967633	William_Faulkner William_faulkner
r#00229399	tranqüilamente quietamente
a#01785341	implacável
v#01730059	salmo
a#02834862	octogonal
n#06023969	média
n#00588998	aprendizado
a#00797299	ébrio embriagado bêbada bêbedo
n#11804604	Caryophyllaceae
v#00789138	pesquisar analizar
n#04655649	Acessibilidade acessibilidade
n#05190356	usufruto
v#01398032	chicotear
n#08387354	intelligentsia
v#00851100	fazer_blague mistificar_por_pilhéria
n#07306252	escândalo
a#02501534	precioso
n#11511523	arco_elétrico
n#10266848	litigante
n#08792295	Israel Músicos_de_Israel
n#01811909	pombo pomba
n#04737234	reacções_de_substituição
n#05801286	Sondagem_à_boca_das_urnas
n#00773814	ataque assalto
n#09433442	costa praia margem litoral orla ribanceira
n#06682794	despacho
n#11103648	Aram_Khachaturian Aram_khachaturian
a#01884176	potencial
v#02036755	enfileirar
n#14932554	Diorito
n#02179340	Cantárida
a#01778572	sensual carnal
n#13985098	Umbra penumbra
v#02731390	jazer
n#08136260	FBI Federal_Bureau_of_Investigation Federal_bureau_of_investigation
n#09793495	anestesista
n#07217349	apresentação
n#11215205	Yoko_Ono Yoko_ono
v#00151689	diminuir minguar desabar decrescer
n#01163779	pena_capital pena_de_morte Pena_de_morte pena_de_morte punição_importanta
n#04929976	tratamento
n#14905720	hematita hematita
n#00851689	Planejamento_familiar_natural
n#12896307	Erva_Moura Erva_moura Erva-moura
n#05938170	Holotipo holótipo holótipo
n#01965529	mexilhão_zebra
a#01755418	indissolúvel
n#08097531	haredi
n#09506598	Alecto
n#01556040	Muscicapa
a#00974159	démodé obsoleto fora_de_moda passado antiquado defasado
n#10868025	Anton_Bruckner Anton_bruckner
n#14314320	Hematuria hematúria hematúria
n#04559451	torneira
n#07062550	Zydeco
n#10848802	Leonard_Bernstein Leonard_bernstein
n#08983274	Bydgoszcz
n#02324045	coelho coelho lebre
n#11307262	Fausto_Socino Fausto_socino
a#00975171	chique
r#00210935	rotineiramente
n#00730984	missão
v#02382367	resignar demitir-se renunciar
n#14454030	oncocercose onchocerquioses
a#00412355	civil
n#01412085	Charophyceae
n#04364994	sobrepeliz
a#02830345	longitudinal
n#00602026	Secretário_de_Estado Secretário_de_estado
n#03142912	cristal
n#00719494	dever obrigação
n#09781650	albino
v#02582615	executar
a#01397998	poroso furado
n#13582013	número Número Numero numeral_cardinal
n#11786017	Calla
v#00771341	encorajar
n#12376950	Dipterocarpaceae
r#00059171	muita um_monte mui bastante
v#01014821	testemunhar
n#09423617	Rio_são_francisco rio_São_Francisco
n#06650431	corroboração
n#08602822	Parque_Nacional_de_Big_Bend
r#00007015	aproximadamente precariamente rudemente cerca
a#01120925	glorioso
n#15232406	Paleolítico Paleolitico paleolítico
n#14889371	Xisto xisto
n#05396366	sistema_linfático
n#00502161	Scrabble Scrabble
n#10353598	nerd CDF nerd nerdi
n#02673480	Acebutolol
n#09079505	Ilha_Havaí Ilha_Havai Ilha_havaí Ilha_havai Havai Avaí Havaí
n#10515194	reformador cruzado
n#07651325	carne_vermelha
n#08355791	Estados_Unidos Estados_Unidos_da_América
n#08691276	Fuso_Horário Fuso_horario Fusos_horários fuso_horário fuso_horário
n#13431722	androgênese
r#00122124	constitucionalmente
n#14377617	Alucinação alucinação
v#01903935	baixa-mar
r#00420382	perpendicularmente
n#04651974	silêncio
n#06127873	Engenharia_Hidráulica Engenharia_hidráulica engenharia_hidráulica
n#11924330	Arctium
n#02491906	Cebus
n#01884834	Diabo_da_Tasmânia Diabo_da_tasmânia diabo-da-tasmânia diabo-da-tasmânia
n#11241455	Policarpo_de_Esmirna Policarpo_de_esmirna
n#09197271	Andrómeda Galáxia_de_Andrómeda Galáxia_de_Andrômeda Galáxia_de_andrómeda Galáxia_de_andrômeda
n#05271383	Tálus
n#10952421	Eduardo_o_Velho Eduardo o_Velho
v#01742726	cultivar amanhar
v#00243900	resumir condensar abreviar
n#15058310	Esterol
v#01381913	reunir
n#01606522	açor
r#00003483	basicamente fundamentalmente essencialmente em_essência
n#06622709	telegrama
n#04910973	macieza suavidade
v#00849592	fazer_caricaturas caricaturar
n#02221083	Formiga-lava-pés
n#07718747	alcachofra
n#02830852	Benzodiazepinas benzodiazepina benzodiazepina
n#07273136	etiqueta apanhada pega-pega tag marca_sgml tag_xml
n#08459648	série
n#07452841	comemoração
n#13953467	cidadania
n#00505238	Banco_Imobiliário Monopólio
n#03842986	Ohmimetro ohmímetro
n#09738275	nago yoruba
a#02601674	acidótico
n#08161591	Senado_dos_Estados_Unidos_da_América Senado_dos_Estados_Unidos Senado_dos_estados_unidos
a#01255296	outonal
v#00703310	predestinar
n#04375775	síncrotron síncrotron
n#09524027	Aditi
n#08457976	série
n#13458571	diminuição abatimento
n#10435367	bucaneiro bucaneiro corsário pirata flibustaria
n#00027167	lugar ponto
a#01721059	perdoável
n#09443453	Nascente
n#05385161	vesícula_biliar Vesicula_biliar vesícula_biliar
n#07191696	ultimato ultimato
n#05777830	quiromancia quiromancia leitura_da_sorte leitura_das_mãos
n#09145217	Lubbock
v#00138508	inverter reverter virar virar_do_avesso
n#12678059	sabugueiro
a#01856419	fundamental
a#03124541	têxtil tecido
n#12453186	Fritillaria_meleagris
n#11825988	Gomphrena
n#09661731	moicano
a#00371163	Azul-Petróleo
n#09408977	Rio_Ródano Rio_ródano Ródano
n#02313495	Ectoprocta
r#00156654	de_viva_voz oralmente
n#06066414	biogeografia
n#00190431	cesta
n#11277500	Sacagawea
n#11424704	amperagem
n#12830974	Alsobia
n#07043389	concerto_grosso
n#11488387	Corrente_oceânica Correntes_oceânicas correntes_oceânicas
n#11382795	Edith_Wharton Edith_wharton
n#04820258	transparência lucidez
v#00544011	transformar dar_outra_forma
a#02459465	despreocupado
n#08826150	Yellowknife
a#02794543	setorial
n#10935128	Rudolf_Diesel Rudolf_diesel
r#00051017	com_firmeza diretamente com_convicção
v#01328340	desengatar
a#03080492	latino
a#01940651	prático
n#13547677	redução_(química)
n#10818088	Santo_André Santo_andré André
n#07579076	pedaço porção fragmento bocado
n#05265038	nódulo
n#09729062	moscovita moscovita
n#06971741	cingalês Língua_sinhala
n#02834642	bicorne
n#02093754	Border_Terrier
n#14950694	sublimado
n#00265992	melhoramento melhoria aprimoramento
n#09577155	Mnemósine mnemosine
n#14334306	acne furúnculo espinha
v#02327200	fornecer abastecer dar
n#02362862	castor Rodízio
a#01964632	iterativo
n#10476671	detetive
n#04977561	palidez
a#01451768	abençoado beato
n#05810561	vida
v#01488956	carregar
n#10100761	idiota estúpido imbecil
v#02552163	reabilitar
n#12544646	Lonchocarpus
n#08278169	universidade instituto escola faculdade IES instituição_de_ensino_superior
n#15203120	exercício
n#14732472	queratina queratina
n#04345288	coisas
n#08453464	Direito_civil civil_law direito_romano-germânico direito_civil
n#11275035	George_William_Russell George_william_russell
n#15045782	Dodecil_sulfato_de_sódio dodecil_sulfato_de_sódio
a#02692966	químico química
v#00921072	suspeitar
n#01114055	narcotráfico
n#06655388	preceito princípio
n#07752664	passa uva_passa corinto passa
n#00088481	confiscação
n#11495708	pressão_atmosférica
n#03342529	Florão florão
n#06788262	HTML <HTML> elemento_raiz
n#08761868	Copenhaga Copenhaga
v#00849080	zombar
n#03340009	filtros
n#14684690	ácido_perclórico
n#00839163	coprofagia coprofagia
n#00297062	vagabundagem vagear
v#00697062	inspecionar
n#08982037	Cebu
n#14937225	cloreto_de_cálcio
n#02534734	salmão salmão
n#06169806	Criticismo_literário literatura_(avaliação)
n#09758173	asceta
n#08979740	Cusco
n#07936263	água_potável Água_potável
n#03261603	abafador
n#09697070	Cartagineses
n#00891642	Propedêutica propedêutica
n#11463073	Radiação_Gama radiação_gama radiação_gama raios_gama
n#06398401	conclusão
n#15128549	Cambriano
n#00669932	desbridamento
n#09597478	Laio
n#13775093	multidão batalhão pilha montão
n#03738066	pianola
v#00274283	corroer
a#00753504	presidencial
v#02104161	bater
n#10215623	investigador
v#02585489	acossar
n#09945905	companheiro amigo colega
n#02592055	Sargo_de_dentes Sargo-de-dentes
v#01607716	cercar
n#11044295	Heráclito_de_Éfeso Heráclito_de_éfeso
n#07053732	Serenata serenata serenata
n#08933287	Montmartre
n#05394707	Valva_pulmonar
n#05652593	vontade
n#09576164	Téia Teia
n#06534918	Lei_Sálica lei_sálica
n#07627564	volovã
n#09330913	Lago_Eduardo
n#03238131	banheiro casa_de_banho
v#00964694	conversar
n#15105955	Xenótimo
a#01362598	triste
n#05646218	Retardo_mental atraso
v#02161530	brilhar
n#00516086	solenidade
n#05743296	Colpocitologia_oncótica Papanicolau teste_de_Papanicolau
a#02959007	português portuguesas portugueses portuguesa
n#11502102	temporal aguaceiro
n#11323094	Peter_Stuyvesant
n#07156819	Monólogo monólogo
n#10519291	cenobita
n#02135981	binturong
n#01827403	Alcedinidae Guarda_rios guarda-rios pica-peixe guarda-rios alcíone alcedo
a#01501990	lírico
a#00190115	ciente informado
v#02033295	inclinar-se tender_a dirigir-se
n#06672297	repreensão
n#00238022	lançamento apresentação introdução primeira_aparição
n#03987079	pintura retrato retrato
n#08111599	Espécie_tipo Espécie-tipo
n#02940385	central_de_atendimento
n#07420991	pulsação
a#02700615	colorimétrico
a#00135342	atempado
n#07611267	ovosefarinha tortadenata
n#04886881	auto-estima dignidade dignidade pundonor brio
n#01909788	plânula
n#05253561	Seio_paranasal
n#05301908	boca
a#00082241	agressivo
a#02525597	impermeável_ao_ar
n#01002165	dosimetria
a#00534524	enigmático
v#02639475	espreitar
n#14100957	espasmo_da_laringe laringoespasmo
n#14468167	pseudo-hermafroditismo
v#02652494	morar alojar
v#00418921	restringir
a#01658269	inclusivamente inclusive
a#01802165	cáustico virulento amargo áspero acre acerbo amargoso amaro
n#11363412	Júlio_Verne Júlio_verne Julio_Verne Julio_verne
n#11256494	John_Reed John_reed
a#01799957	inverossímil
n#10928810	Max_Delbrück Max_Delbruck Max_delbrück Max_delbruck
n#12628986	marmelo marmelo marmeleiro
n#02155872	dente
n#13778261	pé-direito
n#06856568	Escala_musical Escalas_musicais
n#05995576	liberalismo
a#01123879	muito_bom
n#05703307	olho
n#10484858	Promotor_de_Justiça Promotor_de_justiça promotor ministério_público promotora procurador
n#11224654	Bóris_Pasternak Boris_Pasternak Boris_pasternak
v#02543181	desobedecer
v#00842989	incriminar acusar arguir criminar inculpar
n#03254862	dulcimer saltério
n#05934278	anteprojeto primeiro_plano
n#02226598	Acrididae
n#11492833	polimorfismo polimorfismo
n#05074057	rectitude retitude
n#15106529	Yellow_Cake Yellow_cake Yellowcake
n#14199934	Kwashiorkor kwashiorkor
v#02591455	condescender tratar_com_condescendência
n#11601177	Cycas_revoluta Sagu_de_jardim
a#02391455	físico tangível
n#08773880	Lübeck Lubeck
n#01296697	Tarawa
n#08800911	Império_Romano_do_Ocidente Império_romano_do_ocidente Império_Romano_do_Ocidente
n#12779233	Sarraceniaceae
r#00415963	demasiadamente
a#01610261	despercebido
n#02839910	balde contentores
n#05756203	generalização
n#08625462	esquerda
n#04612722	produto fruto produção
n#03896233	mixto trem_de_passageiros
n#07201562	caraterização
a#02111684	solidário
a#00939895	paradoxal
n#12186116	Sida
a#00012932	ideológico
n#13439807	sopro
n#13672462	Dólar_de_Brunei Dólar_de_brunei
a#02153620	glabro imberbe
n#14274217	sarna
a#02976040	carnal
n#00312932	cruzeiros_(recreio) cruzeiro cruzeiros velejar
n#05166805	positivismo
n#12493090	Ceratonia
v#00600903	consumir esgotar
n#09847010	mendigo pedinte
n#02753881	forno_de_microondas
n#02962200	carburador carburador
n#11805837	Arenaria
n#04461696	caminhão_do_reboque guincho
n#03675235	Linótipo Linotipo
a#01009343	inaugural
n#12175949	algodão
n#05513807	Aparelho_reprodutor_masculino Sistema_reprodutor_masculino
a#00501004	reticente
v#00823436	contradizer desdizer
n#06007859	geometria_esférica
n#13969243	harmonia paz acordo conformidade concórdia
n#14508149	Íleo_paralítico
n#11027631	Georg_Friedrich_Händel Georg_Friedrich_Handel Georg_friedrich_händel
n#10880841	Italo_Calvino Italo_calvino Ítalo_Calvino Ítalo_calvino
n#06945095	servo-croata servocroata Língua_servo-croata língua_servo-croata
n#01291839	Poitiers Poitiers
n#06338908	nome denominação título antenome nome_de_batismo nome_próprio primeiro_nome prenome
n#07331600	difusão
n#06639563	rudimentos
n#10086074	fiduciário
n#09388530	Constelação_de_Pegasus Pegasus
r#00228910	timidamente
n#14660443	urânio Urânio Uranio urânio
n#08710113	Barbuda
r#00487623	debaixo
n#05895138	sofisma
n#02734835	Arquitrave
n#08706058	Argel Argel
n#13486671	gastrulação gastrulação
n#08687345	Escorpião escorpião Escorpião
n#10132988	rapa_de_tacho guloso
a#01397125	sem_chumbo
n#05531814	traqueia
n#06196584	tendência
n#02880842	Faca_Bowie
n#05491993	cérebro
n#04454240	pião
n#13000372	Agaricaceae
n#09699642	Dinamarqueses dinamarqueses dinamarquês danês Dinamarquês
a#02508766	ventilado
a#02290454	acentuado
n#08897843	Baixo_Egipto Baixo_Egito Baixo_egipto Baixo_egito
n#14447525	saúde eudemonismo bem-estar
r#00141405	episodicamente
v#00822367	declarar julgar
a#01040239	esquecível que_pode_ser_esquecido
n#14021622	alcalose_respiratória
n#00727743	guard
n#02024763	quero-quero
n#08227214	clube ordem sociedade guilda
n#06999436	desenho ilustração
n#03162818	flecha seta
n#07802963	milhete
n#08844279	Nova_Guiné Nova_guiné Nova_Guiné
n#05336246	aorta_ascendente
n#09638454	mulato
r#00250153	uniformemente
n#03218545	coisas
n#02547562	Ogcocephalidae
n#05820620	exemplo
r#00366490	impudentemente desavergonhadamente
n#07986982	triunvirato triunvirato
v#01870867	patinar derrapar
a#00341405	incerto
n#06680570	impressão_offset offset
n#06876892	linguagem_corporal
n#14977188	asfalto
n#09230202	planalto
n#11067047	William_Holman_Hunt William_holman_hunt
a#01011392	arquetípico
n#09326662	outeiro colina
a#00828661	atlético
n#00248368	Tempero
v#01172275	beber tomar
n#02902250	rebordo
n#03931044	ilustração Ícone ícone fotografia desenho figura imagem
n#10756148	visconde
r#00432997	com_competência com_habilidade de_forma_proficiente
n#10287213	varão marido homem macho
v#00899956	saudar
n#06790235	Ecumenismo_e_diálogo_inter-religioso ecumenismo
n#00506207	Jogo_da_Velha Jogo_da_velha Jogo-da-velha jogo_da_velha
v#00667747	desmentir refutar
n#08708742	Anguilla Anguilha Anguilla Anguila
n#15088869	rodopsina
n#11402463	William_Butler_Yeats William_butler_yeats
